idx,mod idx,op,name,target,args
372,,call_function,add_22,<built-in function add>,"(%mul_39, %mul_40"
373,,call_method,size_30,size,(%add_22
374,,call_function,getitem_80,<built-in function getitem>,"(%size_30, 0"
375,,call_function,getitem_81,<built-in function getitem>,"(%size_30, 1"
376,,call_function,getitem_82,<built-in function getitem>,"(%size_30, 2"
377,,call_function,getitem_83,<built-in function getitem>,"(%size_30, 3"
378,,call_function,getitem_84,<built-in function getitem>,"(%add_22, (slice(None, None, None), slic"
379,,call_method,expand_7,expand,"(%getitem_84, %getitem_80, %getitem_81, 4, %getitem_82, %getitem_83"
380,,call_function,mul_41,<built-in function mul>,"(%getitem_81, 4"
381,,call_method,reshape_6,reshape,"(%expand_7, %getitem_80, %mul_41, %getitem_82, %getitem_83"
382,,call_method,size_31,size,(%transpose_15
383,,call_function,getitem_85,<built-in function getitem>,"(%size_31, 0"
384,,call_function,getitem_86,<built-in function getitem>,"(%size_31, 1"
385,,call_function,getitem_87,<built-in function getitem>,"(%size_31, 2"
386,,call_function,getitem_88,<built-in function getitem>,"(%size_31, 3"
387,,call_function,getitem_89,<built-in function getitem>,"(%transpose_15, (slice(None, None, None), slic"
388,,call_method,expand_8,expand,"(%getitem_89, %getitem_85, %getitem_86, 4, %getitem_87, %getitem_88"
389,,call_function,mul_42,<built-in function mul>,"(%getitem_86, 4"
390,,call_method,reshape_7,reshape,"(%expand_8, %getitem_85, %mul_42, %getitem_87, %getitem_88"
391,,call_function,getattr_17,<built-in function getattr>,"(%add_21, device"
392,,call_function,getattr_18,<built-in function getattr>,"(%getattr_17, type"
393,,call_function,eq_6,<built-in function eq>,"(%getattr_18, cuda"
394,,call_function,gt_3,<built-in function gt>,"(%getitem_70, 1"
395,,call_function,scaled_dot_product_attention_3,<built-in function scaled_dot_product_attention>,"(%add_21, %reshape_6, %reshape_7"
396,,call_method,transpose_16,transpose,"(%scaled_dot_product_attention_3, 1, 2"
397,,call_method,contiguous_3,contiguous,(%transpose_16
398,,call_method,view_15,view,"(%contiguous_3, %getitem_69, %getitem_70, -1"
399,28,call_module,model_layers_3_self_attn_o_proj,model.layers.3.self_attn.o_proj,(%view_15
400,,call_function,add_23,<built-in function add>,"(%add_19, %model_layers_3_self_attn_o_proj"
401,,call_method,to_16,to,"(%add_23, torch.float32"
402,,call_method,pow_8,pow,"(%to_16, 2"
403,,call_method,mean_7,mean,"(%pow_8, -1"
404,,call_function,add_24,<built-in function add>,"(%mean_7, 1e-05"
405,,call_function,rsqrt_7,<built-in method rsqrt of type object at 0x7f6ca205f240>,(%add_24
406,,call_function,mul_43,<built-in function mul>,"(%to_16, %rsqrt_7"
407,,get_attr,model_layers_3_post_attention_layernorm_weight,model.layers.3.post_attention_layernorm.weight,(
408,,call_function,getattr_19,<built-in function getattr>,"(%add_23, dtype"
409,,call_method,to_17,to,"(%mul_43, %getattr_19"
410,,call_function,mul_44,<built-in function mul>,"(%model_layers_3_post_attention_layernorm_weight, %to_17"
411,29,call_module,model_layers_3_mlp_gate_proj,model.layers.3.mlp.gate_proj,(%mul_44
412,30,call_module,model_layers_3_mlp_act_fn,model.layers.3.mlp.act_fn,(%model_layers_3_mlp_gate_proj
413,31,call_module,model_layers_3_mlp_up_proj,model.layers.3.mlp.up_proj,(%mul_44
414,,call_function,mul_45,<built-in function mul>,"(%model_layers_3_mlp_act_fn, %model_layers_3_mlp_up_proj"
415,32,call_module,model_layers_3_mlp_down_proj,model.layers.3.mlp.down_proj,(%mul_45
416,,call_function,add_25,<built-in function add>,"(%add_23, %model_layers_3_mlp_down_proj"
417,,call_method,to_18,to,"(%add_25, torch.float32"
418,,call_method,pow_9,pow,"(%to_18, 2"
419,,call_method,mean_8,mean,"(%pow_9, -1"
420,,call_function,add_26,<built-in function add>,"(%mean_8, 1e-05"
421,,call_function,rsqrt_8,<built-in method rsqrt of type object at 0x7f6ca205f240>,(%add_26
422,,call_function,mul_46,<built-in function mul>,"(%to_18, %rsqrt_8"
423,,get_attr,model_layers_4_input_layernorm_weight,model.layers.4.input_layernorm.weight,(
424,,call_function,getattr_20,<built-in function getattr>,"(%add_25, dtype"
425,,call_method,to_19,to,"(%mul_46, %getattr_20"
426,,call_function,mul_47,<built-in function mul>,"(%model_layers_4_input_layernorm_weight, %to_19"
427,,call_method,size_32,size,(%mul_47
428,,call_function,getitem_90,<built-in function getitem>,"(%size_32, 0"
429,,call_function,getitem_91,<built-in function getitem>,"(%size_32, 1"
430,,call_function,getitem_92,<built-in function getitem>,"(%size_32, 2"
431,33,call_module,model_layers_4_self_attn_q_proj,model.layers.4.self_attn.q_proj,(%mul_47
432,34,call_module,model_layers_4_self_attn_k_proj,model.layers.4.self_attn.k_proj,(%mul_47
433,35,call_module,model_layers_4_self_attn_v_proj,model.layers.4.self_attn.v_proj,(%mul_47
434,,call_method,view_16,view,"(%model_layers_4_self_attn_q_proj, %getitem_90, %getitem_91, 32, 64"
435,,call_method,transpose_17,transpose,"(%view_16, 1, 2"
436,,call_method,view_17,view,"(%model_layers_4_self_attn_k_proj, %getitem_90, %getitem_91, 8, 64"
437,,call_method,transpose_18,transpose,"(%view_17, 1, 2"
438,,call_method,view_18,view,"(%model_layers_4_self_attn_v_proj, %getitem_90, %getitem_91, 8, 64"
439,,call_method,transpose_19,transpose,"(%view_18, 1, 2"
440,,call_method,unsqueeze_9,unsqueeze,"(%to, 1"
441,,call_method,unsqueeze_10,unsqueeze,"(%to_1, 1"
442,,call_function,mul_48,<built-in function mul>,"(%transpose_17, %unsqueeze_9"
443,,call_method,size_33,size,(%transpose_17
444,,call_function,getitem_93,<built-in function getitem>,"(%size_33, -1"
445,,call_function,floordiv_16,<built-in function floordiv>,"(%getitem_93, 2"
446,,call_function,getitem_94,<built-in function getitem>,"(%transpose_17, (Ellipsis, slice(None, floordi"
447,,call_method,size_34,size,(%transpose_17
448,,call_function,getitem_95,<built-in function getitem>,"(%size_34, -1"
449,,call_function,floordiv_17,<built-in function floordiv>,"(%getitem_95, 2"
450,,call_function,getitem_96,<built-in function getitem>,"(%transpose_17, (Ellipsis, slice(floordiv_17,"
451,,call_function,neg_8,<built-in function neg>,(%getitem_96
452,,call_function,cat_9,<built-in method cat of type object at 0x7f6ca205f240>,"((neg_8, getitem_94)"
453,,call_function,mul_49,<built-in function mul>,"(%cat_9, %unsqueeze_10"
454,,call_function,add_27,<built-in function add>,"(%mul_48, %mul_49"
455,,call_function,mul_50,<built-in function mul>,"(%transpose_18, %unsqueeze_9"
456,,call_method,size_35,size,(%transpose_18
457,,call_function,getitem_97,<built-in function getitem>,"(%size_35, -1"
458,,call_function,floordiv_18,<built-in function floordiv>,"(%getitem_97, 2"
459,,call_function,getitem_98,<built-in function getitem>,"(%transpose_18, (Ellipsis, slice(None, floordi"
460,,call_method,size_36,size,(%transpose_18
461,,call_function,getitem_99,<built-in function getitem>,"(%size_36, -1"
462,,call_function,floordiv_19,<built-in function floordiv>,"(%getitem_99, 2"
463,,call_function,getitem_100,<built-in function getitem>,"(%transpose_18, (Ellipsis, slice(floordiv_19,"
464,,call_function,neg_9,<built-in function neg>,(%getitem_100
465,,call_function,cat_10,<built-in method cat of type object at 0x7f6ca205f240>,"((neg_9, getitem_98)"
466,,call_function,mul_51,<built-in function mul>,"(%cat_10, %unsqueeze_10"
467,,call_function,add_28,<built-in function add>,"(%mul_50, %mul_51"
468,,call_method,size_37,size,(%add_28
469,,call_function,getitem_101,<built-in function getitem>,"(%size_37, 0"
470,,call_function,getitem_102,<built-in function getitem>,"(%size_37, 1"
471,,call_function,getitem_103,<built-in function getitem>,"(%size_37, 2"
472,,call_function,getitem_104,<built-in function getitem>,"(%size_37, 3"
473,,call_function,getitem_105,<built-in function getitem>,"(%add_28, (slice(None, None, None), slic"
474,,call_method,expand_9,expand,"(%getitem_105, %getitem_101, %getitem_102, 4, %getitem_103, %getitem_104"
475,,call_function,mul_52,<built-in function mul>,"(%getitem_102, 4"
476,,call_method,reshape_8,reshape,"(%expand_9, %getitem_101, %mul_52, %getitem_103, %getitem_104"
477,,call_method,size_38,size,(%transpose_19
478,,call_function,getitem_106,<built-in function getitem>,"(%size_38, 0"
479,,call_function,getitem_107,<built-in function getitem>,"(%size_38, 1"
480,,call_function,getitem_108,<built-in function getitem>,"(%size_38, 2"
481,,call_function,getitem_109,<built-in function getitem>,"(%size_38, 3"
482,,call_function,getitem_110,<built-in function getitem>,"(%transpose_19, (slice(None, None, None), slic"
483,,call_method,expand_10,expand,"(%getitem_110, %getitem_106, %getitem_107, 4, %getitem_108, %getitem_109"
484,,call_function,mul_53,<built-in function mul>,"(%getitem_107, 4"
485,,call_method,reshape_9,reshape,"(%expand_10, %getitem_106, %mul_53, %getitem_108, %getitem_109"
486,,call_function,getattr_21,<built-in function getattr>,"(%add_27, device"
487,,call_function,getattr_22,<built-in function getattr>,"(%getattr_21, type"
488,,call_function,eq_7,<built-in function eq>,"(%getattr_22, cuda"
489,,call_function,gt_4,<built-in function gt>,"(%getitem_91, 1"
490,,call_function,scaled_dot_product_attention_4,<built-in function scaled_dot_product_attention>,"(%add_27, %reshape_8, %reshape_9"
491,,call_method,transpose_20,transpose,"(%scaled_dot_product_attention_4, 1, 2"
492,,call_method,contiguous_4,contiguous,(%transpose_20
493,,call_method,view_19,view,"(%contiguous_4, %getitem_90, %getitem_91, -1"
494,36,call_module,model_layers_4_self_attn_o_proj,model.layers.4.self_attn.o_proj,(%view_19
495,,call_function,add_29,<built-in function add>,"(%add_25, %model_layers_4_self_attn_o_proj"
496,,call_method,to_20,to,"(%add_29, torch.float32"
497,,call_method,pow_10,pow,"(%to_20, 2"
498,,call_method,mean_9,mean,"(%pow_10, -1"
499,,call_function,add_30,<built-in function add>,"(%mean_9, 1e-05"
500,,call_function,rsqrt_9,<built-in method rsqrt of type object at 0x7f6ca205f240>,(%add_30
501,,call_function,mul_54,<built-in function mul>,"(%to_20, %rsqrt_9"
502,,get_attr,model_layers_4_post_attention_layernorm_weight,model.layers.4.post_attention_layernorm.weight,(
503,,call_function,getattr_23,<built-in function getattr>,"(%add_29, dtype"
504,,call_method,to_21,to,"(%mul_54, %getattr_23"
505,,call_function,mul_55,<built-in function mul>,"(%model_layers_4_post_attention_layernorm_weight, %to_21"
506,37,call_module,model_layers_4_mlp_gate_proj,model.layers.4.mlp.gate_proj,(%mul_55
507,38,call_module,model_layers_4_mlp_act_fn,model.layers.4.mlp.act_fn,(%model_layers_4_mlp_gate_proj
508,39,call_module,model_layers_4_mlp_up_proj,model.layers.4.mlp.up_proj,(%mul_55
509,,call_function,mul_56,<built-in function mul>,"(%model_layers_4_mlp_act_fn, %model_layers_4_mlp_up_proj"
510,40,call_module,model_layers_4_mlp_down_proj,model.layers.4.mlp.down_proj,(%mul_56
511,,call_function,add_31,<built-in function add>,"(%add_29, %model_layers_4_mlp_down_proj"
512,,call_method,to_22,to,"(%add_31, torch.float32"
513,,call_method,pow_11,pow,"(%to_22, 2"
514,,call_method,mean_10,mean,"(%pow_11, -1"
515,,call_function,add_32,<built-in function add>,"(%mean_10, 1e-05"
516,,call_function,rsqrt_10,<built-in method rsqrt of type object at 0x7f6ca205f240>,(%add_32
517,,call_function,mul_57,<built-in function mul>,"(%to_22, %rsqrt_10"
518,,get_attr,model_layers_5_input_layernorm_weight,model.layers.5.input_layernorm.weight,(
519,,call_function,getattr_24,<built-in function getattr>,"(%add_31, dtype"
520,,call_method,to_23,to,"(%mul_57, %getattr_24"
521,,call_function,mul_58,<built-in function mul>,"(%model_layers_5_input_layernorm_weight, %to_23"
522,,call_method,size_39,size,(%mul_58
523,,call_function,getitem_111,<built-in function getitem>,"(%size_39, 0"
524,,call_function,getitem_112,<built-in function getitem>,"(%size_39, 1"
525,,call_function,getitem_113,<built-in function getitem>,"(%size_39, 2"
526,41,call_module,model_layers_5_self_attn_q_proj,model.layers.5.self_attn.q_proj,(%mul_58
527,42,call_module,model_layers_5_self_attn_k_proj,model.layers.5.self_attn.k_proj,(%mul_58
528,43,call_module,model_layers_5_self_attn_v_proj,model.layers.5.self_attn.v_proj,(%mul_58
529,,call_method,view_20,view,"(%model_layers_5_self_attn_q_proj, %getitem_111, %getitem_112, 32, 64"
530,,call_method,transpose_21,transpose,"(%view_20, 1, 2"
531,,call_method,view_21,view,"(%model_layers_5_self_attn_k_proj, %getitem_111, %getitem_112, 8, 64"
532,,call_method,transpose_22,transpose,"(%view_21, 1, 2"
533,,call_method,view_22,view,"(%model_layers_5_self_attn_v_proj, %getitem_111, %getitem_112, 8, 64"
534,,call_method,transpose_23,transpose,"(%view_22, 1, 2"
535,,call_method,unsqueeze_11,unsqueeze,"(%to, 1"
536,,call_method,unsqueeze_12,unsqueeze,"(%to_1, 1"
537,,call_function,mul_59,<built-in function mul>,"(%transpose_21, %unsqueeze_11"
538,,call_method,size_40,size,(%transpose_21
539,,call_function,getitem_114,<built-in function getitem>,"(%size_40, -1"
540,,call_function,floordiv_20,<built-in function floordiv>,"(%getitem_114, 2"
541,,call_function,getitem_115,<built-in function getitem>,"(%transpose_21, (Ellipsis, slice(None, floordi"
542,,call_method,size_41,size,(%transpose_21
543,,call_function,getitem_116,<built-in function getitem>,"(%size_41, -1"
544,,call_function,floordiv_21,<built-in function floordiv>,"(%getitem_116, 2"
545,,call_function,getitem_117,<built-in function getitem>,"(%transpose_21, (Ellipsis, slice(floordiv_21,"
546,,call_function,neg_10,<built-in function neg>,(%getitem_117
547,,call_function,cat_11,<built-in method cat of type object at 0x7f6ca205f240>,"((neg_10, getitem_115)"
548,,call_function,mul_60,<built-in function mul>,"(%cat_11, %unsqueeze_12"
549,,call_function,add_33,<built-in function add>,"(%mul_59, %mul_60"
550,,call_function,mul_61,<built-in function mul>,"(%transpose_22, %unsqueeze_11"
551,,call_method,size_42,size,(%transpose_22
552,,call_function,getitem_118,<built-in function getitem>,"(%size_42, -1"
553,,call_function,floordiv_22,<built-in function floordiv>,"(%getitem_118, 2"
554,,call_function,getitem_119,<built-in function getitem>,"(%transpose_22, (Ellipsis, slice(None, floordi"
555,,call_method,size_43,size,(%transpose_22
556,,call_function,getitem_120,<built-in function getitem>,"(%size_43, -1"
557,,call_function,floordiv_23,<built-in function floordiv>,"(%getitem_120, 2"
558,,call_function,getitem_121,<built-in function getitem>,"(%transpose_22, (Ellipsis, slice(floordiv_23,"
559,,call_function,neg_11,<built-in function neg>,(%getitem_121
560,,call_function,cat_12,<built-in method cat of type object at 0x7f6ca205f240>,"((neg_11, getitem_119)"
561,,call_function,mul_62,<built-in function mul>,"(%cat_12, %unsqueeze_12"
562,,call_function,add_34,<built-in function add>,"(%mul_61, %mul_62"
563,,call_method,size_44,size,(%add_34
564,,call_function,getitem_122,<built-in function getitem>,"(%size_44, 0"
565,,call_function,getitem_123,<built-in function getitem>,"(%size_44, 1"
566,,call_function,getitem_124,<built-in function getitem>,"(%size_44, 2"
567,,call_function,getitem_125,<built-in function getitem>,"(%size_44, 3"
568,,call_function,getitem_126,<built-in function getitem>,"(%add_34, (slice(None, None, None), slic"
569,,call_method,expand_11,expand,"(%getitem_126, %getitem_122, %getitem_123, 4, %getitem_124, %getitem_125"
570,,call_function,mul_63,<built-in function mul>,"(%getitem_123, 4"
571,,call_method,reshape_10,reshape,"(%expand_11, %getitem_122, %mul_63, %getitem_124, %getitem_125"
572,,call_method,size_45,size,(%transpose_23
573,,call_function,getitem_127,<built-in function getitem>,"(%size_45, 0"
574,,call_function,getitem_128,<built-in function getitem>,"(%size_45, 1"
575,,call_function,getitem_129,<built-in function getitem>,"(%size_45, 2"
576,,call_function,getitem_130,<built-in function getitem>,"(%size_45, 3"
577,,call_function,getitem_131,<built-in function getitem>,"(%transpose_23, (slice(None, None, None), slic"
578,,call_method,expand_12,expand,"(%getitem_131, %getitem_127, %getitem_128, 4, %getitem_129, %getitem_130"
579,,call_function,mul_64,<built-in function mul>,"(%getitem_128, 4"
580,,call_method,reshape_11,reshape,"(%expand_12, %getitem_127, %mul_64, %getitem_129, %getitem_130"
581,,call_function,getattr_25,<built-in function getattr>,"(%add_33, device"
582,,call_function,getattr_26,<built-in function getattr>,"(%getattr_25, type"
583,,call_function,eq_8,<built-in function eq>,"(%getattr_26, cuda"
584,,call_function,gt_5,<built-in function gt>,"(%getitem_112, 1"
585,,call_function,scaled_dot_product_attention_5,<built-in function scaled_dot_product_attention>,"(%add_33, %reshape_10, %reshape_11"
586,,call_method,transpose_24,transpose,"(%scaled_dot_product_attention_5, 1, 2"
587,,call_method,contiguous_5,contiguous,(%transpose_24
588,,call_method,view_23,view,"(%contiguous_5, %getitem_111, %getitem_112, -1"
589,44,call_module,model_layers_5_self_attn_o_proj,model.layers.5.self_attn.o_proj,(%view_23
590,,call_function,add_35,<built-in function add>,"(%add_31, %model_layers_5_self_attn_o_proj"
591,,call_method,to_24,to,"(%add_35, torch.float32"
592,,call_method,pow_12,pow,"(%to_24, 2"
593,,call_method,mean_11,mean,"(%pow_12, -1"
594,,call_function,add_36,<built-in function add>,"(%mean_11, 1e-05"
595,,call_function,rsqrt_11,<built-in method rsqrt of type object at 0x7f6ca205f240>,(%add_36
596,,call_function,mul_65,<built-in function mul>,"(%to_24, %rsqrt_11"
597,,get_attr,model_layers_5_post_attention_layernorm_weight,model.layers.5.post_attention_layernorm.weight,(
598,,call_function,getattr_27,<built-in function getattr>,"(%add_35, dtype"
599,,call_method,to_25,to,"(%mul_65, %getattr_27"
600,,call_function,mul_66,<built-in function mul>,"(%model_layers_5_post_attention_layernorm_weight, %to_25"
601,45,call_module,model_layers_5_mlp_gate_proj,model.layers.5.mlp.gate_proj,(%mul_66
602,46,call_module,model_layers_5_mlp_act_fn,model.layers.5.mlp.act_fn,(%model_layers_5_mlp_gate_proj
603,47,call_module,model_layers_5_mlp_up_proj,model.layers.5.mlp.up_proj,(%mul_66
604,,call_function,mul_67,<built-in function mul>,"(%model_layers_5_mlp_act_fn, %model_layers_5_mlp_up_proj"
605,48,call_module,model_layers_5_mlp_down_proj,model.layers.5.mlp.down_proj,(%mul_67
606,,call_function,add_37,<built-in function add>,"(%add_35, %model_layers_5_mlp_down_proj"
607,,call_method,to_26,to,"(%add_37, torch.float32"
608,,call_method,pow_13,pow,"(%to_26, 2"
609,,call_method,mean_12,mean,"(%pow_13, -1"
610,,call_function,add_38,<built-in function add>,"(%mean_12, 1e-05"
611,,call_function,rsqrt_12,<built-in method rsqrt of type object at 0x7f6ca205f240>,(%add_38
612,,call_function,mul_68,<built-in function mul>,"(%to_26, %rsqrt_12"
613,,get_attr,model_layers_6_input_layernorm_weight,model.layers.6.input_layernorm.weight,(
614,,call_function,getattr_28,<built-in function getattr>,"(%add_37, dtype"
615,,call_method,to_27,to,"(%mul_68, %getattr_28"
616,,call_function,mul_69,<built-in function mul>,"(%model_layers_6_input_layernorm_weight, %to_27"
617,,call_method,size_46,size,(%mul_69
618,,call_function,getitem_132,<built-in function getitem>,"(%size_46, 0"
619,,call_function,getitem_133,<built-in function getitem>,"(%size_46, 1"
620,,call_function,getitem_134,<built-in function getitem>,"(%size_46, 2"
621,49,call_module,model_layers_6_self_attn_q_proj,model.layers.6.self_attn.q_proj,(%mul_69
622,50,call_module,model_layers_6_self_attn_k_proj,model.layers.6.self_attn.k_proj,(%mul_69
623,51,call_module,model_layers_6_self_attn_v_proj,model.layers.6.self_attn.v_proj,(%mul_69
624,,call_method,view_24,view,"(%model_layers_6_self_attn_q_proj, %getitem_132, %getitem_133, 32, 64"
625,,call_method,transpose_25,transpose,"(%view_24, 1, 2"
626,,call_method,view_25,view,"(%model_layers_6_self_attn_k_proj, %getitem_132, %getitem_133, 8, 64"
627,,call_method,transpose_26,transpose,"(%view_25, 1, 2"
628,,call_method,view_26,view,"(%model_layers_6_self_attn_v_proj, %getitem_132, %getitem_133, 8, 64"
629,,call_method,transpose_27,transpose,"(%view_26, 1, 2"
630,,call_method,unsqueeze_13,unsqueeze,"(%to, 1"
631,,call_method,unsqueeze_14,unsqueeze,"(%to_1, 1"
632,,call_function,mul_70,<built-in function mul>,"(%transpose_25, %unsqueeze_13"
633,,call_method,size_47,size,(%transpose_25
634,,call_function,getitem_135,<built-in function getitem>,"(%size_47, -1"
635,,call_function,floordiv_24,<built-in function floordiv>,"(%getitem_135, 2"
636,,call_function,getitem_136,<built-in function getitem>,"(%transpose_25, (Ellipsis, slice(None, floordi"
637,,call_method,size_48,size,(%transpose_25
638,,call_function,getitem_137,<built-in function getitem>,"(%size_48, -1"
639,,call_function,floordiv_25,<built-in function floordiv>,"(%getitem_137, 2"
640,,call_function,getitem_138,<built-in function getitem>,"(%transpose_25, (Ellipsis, slice(floordiv_25,"
641,,call_function,neg_12,<built-in function neg>,(%getitem_138
642,,call_function,cat_13,<built-in method cat of type object at 0x7f6ca205f240>,"((neg_12, getitem_136)"
643,,call_function,mul_71,<built-in function mul>,"(%cat_13, %unsqueeze_14"
644,,call_function,add_39,<built-in function add>,"(%mul_70, %mul_71"
645,,call_function,mul_72,<built-in function mul>,"(%transpose_26, %unsqueeze_13"
646,,call_method,size_49,size,(%transpose_26
647,,call_function,getitem_139,<built-in function getitem>,"(%size_49, -1"
648,,call_function,floordiv_26,<built-in function floordiv>,"(%getitem_139, 2"
649,,call_function,getitem_140,<built-in function getitem>,"(%transpose_26, (Ellipsis, slice(None, floordi"
650,,call_method,size_50,size,(%transpose_26
651,,call_function,getitem_141,<built-in function getitem>,"(%size_50, -1"
652,,call_function,floordiv_27,<built-in function floordiv>,"(%getitem_141, 2"
653,,call_function,getitem_142,<built-in function getitem>,"(%transpose_26, (Ellipsis, slice(floordiv_27,"
654,,call_function,neg_13,<built-in function neg>,(%getitem_142
655,,call_function,cat_14,<built-in method cat of type object at 0x7f6ca205f240>,"((neg_13, getitem_140)"
656,,call_function,mul_73,<built-in function mul>,"(%cat_14, %unsqueeze_14"
657,,call_function,add_40,<built-in function add>,"(%mul_72, %mul_73"
658,,call_method,size_51,size,(%add_40
659,,call_function,getitem_143,<built-in function getitem>,"(%size_51, 0"
660,,call_function,getitem_144,<built-in function getitem>,"(%size_51, 1"
661,,call_function,getitem_145,<built-in function getitem>,"(%size_51, 2"
662,,call_function,getitem_146,<built-in function getitem>,"(%size_51, 3"
663,,call_function,getitem_147,<built-in function getitem>,"(%add_40, (slice(None, None, None), slic"
664,,call_method,expand_13,expand,"(%getitem_147, %getitem_143, %getitem_144, 4, %getitem_145, %getitem_146"
665,,call_function,mul_74,<built-in function mul>,"(%getitem_144, 4"
666,,call_method,reshape_12,reshape,"(%expand_13, %getitem_143, %mul_74, %getitem_145, %getitem_146"
667,,call_method,size_52,size,(%transpose_27
668,,call_function,getitem_148,<built-in function getitem>,"(%size_52, 0"
669,,call_function,getitem_149,<built-in function getitem>,"(%size_52, 1"
670,,call_function,getitem_150,<built-in function getitem>,"(%size_52, 2"
671,,call_function,getitem_151,<built-in function getitem>,"(%size_52, 3"
672,,call_function,getitem_152,<built-in function getitem>,"(%transpose_27, (slice(None, None, None), slic"
673,,call_method,expand_14,expand,"(%getitem_152, %getitem_148, %getitem_149, 4, %getitem_150, %getitem_151"
674,,call_function,mul_75,<built-in function mul>,"(%getitem_149, 4"
675,,call_method,reshape_13,reshape,"(%expand_14, %getitem_148, %mul_75, %getitem_150, %getitem_151"
676,,call_function,getattr_29,<built-in function getattr>,"(%add_39, device"
677,,call_function,getattr_30,<built-in function getattr>,"(%getattr_29, type"
678,,call_function,eq_9,<built-in function eq>,"(%getattr_30, cuda"
679,,call_function,gt_6,<built-in function gt>,"(%getitem_133, 1"
680,,call_function,scaled_dot_product_attention_6,<built-in function scaled_dot_product_attention>,"(%add_39, %reshape_12, %reshape_13"
681,,call_method,transpose_28,transpose,"(%scaled_dot_product_attention_6, 1, 2"
682,,call_method,contiguous_6,contiguous,(%transpose_28
683,,call_method,view_27,view,"(%contiguous_6, %getitem_132, %getitem_133, -1"
684,52,call_module,model_layers_6_self_attn_o_proj,model.layers.6.self_attn.o_proj,(%view_27
685,,call_function,add_41,<built-in function add>,"(%add_37, %model_layers_6_self_attn_o_proj"
686,,call_method,to_28,to,"(%add_41, torch.float32"
687,,call_method,pow_14,pow,"(%to_28, 2"
688,,call_method,mean_13,mean,"(%pow_14, -1"
689,,call_function,add_42,<built-in function add>,"(%mean_13, 1e-05"
690,,call_function,rsqrt_13,<built-in method rsqrt of type object at 0x7f6ca205f240>,(%add_42
691,,call_function,mul_76,<built-in function mul>,"(%to_28, %rsqrt_13"
692,,get_attr,model_layers_6_post_attention_layernorm_weight,model.layers.6.post_attention_layernorm.weight,(
693,,call_function,getattr_31,<built-in function getattr>,"(%add_41, dtype"
694,,call_method,to_29,to,"(%mul_76, %getattr_31"
695,,call_function,mul_77,<built-in function mul>,"(%model_layers_6_post_attention_layernorm_weight, %to_29"
696,53,call_module,model_layers_6_mlp_gate_proj,model.layers.6.mlp.gate_proj,(%mul_77
697,54,call_module,model_layers_6_mlp_act_fn,model.layers.6.mlp.act_fn,(%model_layers_6_mlp_gate_proj
698,55,call_module,model_layers_6_mlp_up_proj,model.layers.6.mlp.up_proj,(%mul_77
699,,call_function,mul_78,<built-in function mul>,"(%model_layers_6_mlp_act_fn, %model_layers_6_mlp_up_proj"
700,56,call_module,model_layers_6_mlp_down_proj,model.layers.6.mlp.down_proj,(%mul_78
701,,call_function,add_43,<built-in function add>,"(%add_41, %model_layers_6_mlp_down_proj"
702,,call_method,to_30,to,"(%add_43, torch.float32"
703,,call_method,pow_15,pow,"(%to_30, 2"
704,,call_method,mean_14,mean,"(%pow_15, -1"
705,,call_function,add_44,<built-in function add>,"(%mean_14, 1e-05"
706,,call_function,rsqrt_14,<built-in method rsqrt of type object at 0x7f6ca205f240>,(%add_44
707,,call_function,mul_79,<built-in function mul>,"(%to_30, %rsqrt_14"
708,,get_attr,model_layers_7_input_layernorm_weight,model.layers.7.input_layernorm.weight,(
709,,call_function,getattr_32,<built-in function getattr>,"(%add_43, dtype"
710,,call_method,to_31,to,"(%mul_79, %getattr_32"
711,,call_function,mul_80,<built-in function mul>,"(%model_layers_7_input_layernorm_weight, %to_31"
712,,call_method,size_53,size,(%mul_80
713,,call_function,getitem_153,<built-in function getitem>,"(%size_53, 0"
714,,call_function,getitem_154,<built-in function getitem>,"(%size_53, 1"
715,,call_function,getitem_155,<built-in function getitem>,"(%size_53, 2"
716,57,call_module,model_layers_7_self_attn_q_proj,model.layers.7.self_attn.q_proj,(%mul_80
717,58,call_module,model_layers_7_self_attn_k_proj,model.layers.7.self_attn.k_proj,(%mul_80
718,59,call_module,model_layers_7_self_attn_v_proj,model.layers.7.self_attn.v_proj,(%mul_80
719,,call_method,view_28,view,"(%model_layers_7_self_attn_q_proj, %getitem_153, %getitem_154, 32, 64"
720,,call_method,transpose_29,transpose,"(%view_28, 1, 2"
721,,call_method,view_29,view,"(%model_layers_7_self_attn_k_proj, %getitem_153, %getitem_154, 8, 64"
722,,call_method,transpose_30,transpose,"(%view_29, 1, 2"
723,,call_method,view_30,view,"(%model_layers_7_self_attn_v_proj, %getitem_153, %getitem_154, 8, 64"
724,,call_method,transpose_31,transpose,"(%view_30, 1, 2"
725,,call_method,unsqueeze_15,unsqueeze,"(%to, 1"
726,,call_method,unsqueeze_16,unsqueeze,"(%to_1, 1"
727,,call_function,mul_81,<built-in function mul>,"(%transpose_29, %unsqueeze_15"
728,,call_method,size_54,size,(%transpose_29
729,,call_function,getitem_156,<built-in function getitem>,"(%size_54, -1"
730,,call_function,floordiv_28,<built-in function floordiv>,"(%getitem_156, 2"
731,,call_function,getitem_157,<built-in function getitem>,"(%transpose_29, (Ellipsis, slice(None, floordi"
732,,call_method,size_55,size,(%transpose_29
733,,call_function,getitem_158,<built-in function getitem>,"(%size_55, -1"
